,battery_type,brand,car_body_type,cargo_volume_l,drivetrain,fast_charge_port,model,segment,source_url,top_speed_kmh,battery_capacity_kWh,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,towing_capacity_kg,seats,length_mm,width_mm,height_mm
309,Lithium-ion,Peugeot,SUV,348,FWD,CCS,e-5008 73 kWh,JD - Large,https://ev-database.org/car/2149/Peugeot-e-5008-73-kWh,170.0,73.0,345.0,150.0,370.0,9.7,90.0,1000.0,7.0,4791.0,1895.0,1694.0
310,Lithium-ion,Peugeot,SUV,348,AWD,CCS,e-5008 73 kWh Dual Motor,JD - Large,https://ev-database.org/car/2150/Peugeot-e-5008-73-kWh-Dual-Motor,170.0,73.0,511.0,203.0,360.0,7.0,90.0,1052.2610619469026,7.0,4791.0,1895.0,1694.0
311,Lithium-ion,Peugeot,SUV,348,FWD,CCS,e-5008 97 kWh Long Range,JD - Large,https://ev-database.org/car/2151/Peugeot-e-5008-97-kWh-Long-Range,170.0,96.9,345.0,152.0,485.0,9.6,135.0,1000.0,7.0,4791.0,1895.0,1694.0
312,Lithium-ion,Peugeot,Small Passenger Van,775,FWD,CCS,e-Rifter M 50 kWh,N - Passenger Van,https://ev-database.org/car/2163/Peugeot-e-Rifter-M-50-kWh,132.0,50.0,270.0,152.0,235.0,11.7,80.0,750.0,5.0,4403.0,1921.0,1818.0
313,Lithium-ion,Peugeot,Small Passenger Van,1050,FWD,CCS,e-Rifter XL 50 kWh,N - Passenger Van,https://ev-database.org/car/2164/Peugeot-e-Rifter-XL-50-kWh,132.0,50.0,270.0,153.0,230.0,11.7,80.0,750.0,7.0,4755.0,1921.0,1837.0
314,Lithium-ion,Peugeot,Small Passenger Van,603,FWD,CCS,e-Traveller L2 50 kWh,N - Passenger Van,https://ev-database.org/car/2256/Peugeot-e-Traveller-L2-50-kWh,130.0,46.3,270.0,217.0,180.0,13.3,78.0,1000.0,9.0,4983.0,1920.0,1890.0
315,Lithium-ion,Peugeot,Small Passenger Van,603,FWD,CCS,e-Traveller L2 75 kWh,N - Passenger Van,https://ev-database.org/car/2258/Peugeot-e-Traveller-L2-75-kWh,130.0,68.0,270.0,202.0,260.0,14.2,79.0,1000.0,9.0,4983.0,1920.0,1890.0
316,Lithium-ion,Peugeot,Small Passenger Van,989,FWD,CCS,e-Traveller L3 50 kWh,N - Passenger Van,https://ev-database.org/car/2257/Peugeot-e-Traveller-L3-50-kWh,130.0,46.3,270.0,219.0,180.0,13.3,78.0,1000.0,9.0,5333.0,1920.0,1890.0
317,Lithium-ion,Peugeot,Small Passenger Van,989,FWD,CCS,e-Traveller L3 75 kWh,N - Passenger Van,https://ev-database.org/car/2259/Peugeot-e-Traveller-L3-75-kWh,130.0,68.0,270.0,204.0,260.0,14.2,79.0,1000.0,9.0,5333.0,1920.0,1890.0
318,Lithium-ion,Polestar,Liftback Sedan,407,AWD,CCS,2 Long Range Dual Motor (MY26),D - Large,https://ev-database.org/car/3152/Polestar-2-Long-Range-Dual-Motor,205.0,79.0,740.0,142.0,455.0,4.5,125.0,1500.0,5.0,4606.0,1859.0,1479.0
319,Lithium-ion,Polestar,Liftback Sedan,407,AWD,CCS,2 Long Range Performance (MY26),D - Large,https://ev-database.org/car/3153/Polestar-2-Long-Range-Performance,205.0,79.0,740.0,142.0,450.0,4.2,125.0,1500.0,5.0,4606.0,1859.0,1473.0
320,Lithium-ion,Polestar,Liftback Sedan,407,RWD,CCS,2 Long Range Single Motor (MY26),D - Large,https://ev-database.org/car/3151/Polestar-2-Long-Range-Single-Motor,205.0,79.0,490.0,130.0,475.0,6.2,125.0,1500.0,5.0,4606.0,1859.0,1479.0
321,Lithium-ion,Polestar,Liftback Sedan,407,RWD,CCS,2 Standard Range Single Motor (MY26),D - Large,https://ev-database.org/car/3150/Polestar-2-Standard-Range-Single-Motor,205.0,67.0,490.0,129.0,405.0,6.4,110.0,1500.0,5.0,4606.0,1859.0,1479.0
322,Lithium-ion,Polestar,SUV,484,AWD,CCS,3 Long Range Dual motor,JE - Executive,https://ev-database.org/car/1758/Polestar-3-Long-Range-Dual-motor,210.0,107.0,840.0,183.0,515.0,5.0,150.0,2200.0,5.0,4900.0,1968.0,1614.0
323,Lithium-ion,Polestar,SUV,484,AWD,CCS,3 Long Range Performance,JE - Executive,https://ev-database.org/car/1759/Polestar-3-Long-Range-Performance,210.0,107.0,910.0,194.0,495.0,4.7,150.0,2200.0,5.0,4900.0,1968.0,1614.0
324,Lithium-ion,Polestar,SUV,484,RWD,CCS,3 Long Range Single motor,JE - Executive,https://ev-database.org/car/2229/Polestar-3-Long-Range-Single-motor,180.0,107.0,490.0,166.0,530.0,7.8,150.0,1500.0,5.0,4900.0,1968.0,1614.0
325,Lithium-ion,Polestar,Liftback Sedan,526,AWD,CCS,4 Long Range Dual Motor,E - Executive,https://ev-database.org/car/1842/Polestar-4-Long-Range-Dual-Motor,200.0,94.0,686.0,165.0,485.0,3.8,135.0,2000.0,5.0,4839.0,2008.0,1544.0
326,Lithium-ion,Polestar,Liftback Sedan,526,RWD,CCS,4 Long Range Single Motor,E - Executive,https://ev-database.org/car/1841/Polestar-4-Long-Range-Single-Motor,180.0,94.0,343.0,157.0,495.0,7.4,135.0,1500.0,5.0,4839.0,2008.0,1544.0
327,Lithium-ion,Porsche,SUV,540,AWD,CCS,Macan 4 Electric,JD - Large,https://ev-database.org/car/2084/Porsche-Macan-4-Electric,220.0,95.0,650.0,184.0,470.0,5.2,200.0,2000.0,5.0,4784.0,1938.0,1622.0
328,Lithium-ion,Porsche,SUV,540,AWD,CCS,Macan 4S Electric,JD - Large,https://ev-database.org/car/2244/Porsche-Macan-4S-Electric,240.0,95.0,820.0,186.0,470.0,4.1,200.0,2000.0,5.0,4784.0,1938.0,1622.0
329,Lithium-ion,Porsche,SUV,540,RWD,CCS,Macan Electric,JD - Large,https://ev-database.org/car/2083/Porsche-Macan-Electric,220.0,95.0,563.0,177.0,495.0,5.7,200.0,2000.0,5.0,4784.0,1938.0,1623.0
330,Lithium-ion,Porsche,SUV,480,AWD,CCS,Macan Turbo Electric,JD - Large,https://ev-database.org/car/2085/Porsche-Macan-Turbo-Electric,260.0,95.0,1001.0,183.0,460.0,3.3,200.0,2000.0,5.0,4784.0,1938.0,1621.0
331,Lithium-ion,Porsche,Sedan,407,RWD,CCS,Taycan,F - Luxury,https://ev-database.org/car/2098/Porsche-Taycan,230.0,82.3,410.0,164.0,495.0,4.8,195.0,0.0,5.0,4963.0,1966.0,1379.0
332,Lithium-ion,Porsche,Sedan,407,AWD,CCS,Taycan 4,F - Luxury,https://ev-database.org/car/3060/Porsche-Taycan-4,230.0,82.3,585.0,172.0,490.0,4.6,195.0,0.0,5.0,4963.0,1966.0,1379.0
333,Lithium-ion,Porsche,Station/Estate,446,AWD,CCS,Taycan 4 Cross Turismo,F - Luxury,https://ev-database.org/car/2110/Porsche-Taycan-4-Cross-Turismo,220.0,97.0,610.0,188.0,510.0,4.7,281.0,0.0,5.0,4974.0,1967.0,1409.0
334,Lithium-ion,Porsche,Sedan,407,AWD,CCS,Taycan 4 Plus,F - Luxury,https://ev-database.org/car/3061/Porsche-Taycan-4-Plus,230.0,97.0,610.0,175.0,565.0,4.6,281.0,0.0,5.0,4963.0,1966.0,1379.0
335,Lithium-ion,Porsche,Sedan,407,AWD,CCS,Taycan 4S,F - Luxury,https://ev-database.org/car/2100/Porsche-Taycan-4S,250.0,82.3,695.0,174.0,490.0,3.7,195.0,0.0,5.0,4963.0,1966.0,1379.0
336,Lithium-ion,Porsche,Station/Estate,446,AWD,CCS,Taycan 4S Cross Turismo,F - Luxury,https://ev-database.org/car/2111/Porsche-Taycan-4S-Cross-Turismo,240.0,97.0,710.0,188.0,510.0,3.8,281.0,0.0,5.0,4974.0,1967.0,1409.0
337,Lithium-ion,Porsche,Sedan,407,AWD,CCS,Taycan 4S Plus,F - Luxury,https://ev-database.org/car/2101/Porsche-Taycan-4S-Plus,250.0,97.0,710.0,177.0,565.0,3.7,281.0,0.0,5.0,4963.0,1966.0,1379.0
338,Lithium-ion,Porsche,Station/Estate,446,AWD,CCS,Taycan 4S Plus Sport Turismo,F - Luxury,https://ev-database.org/car/2107/Porsche-Taycan-4S-Plus-Sport-Turismo,250.0,97.0,710.0,186.0,510.0,3.7,281.0,0.0,5.0,4963.0,1966.0,1390.0
339,Lithium-ion,Porsche,Station/Estate,446,AWD,CCS,Taycan 4S Sport Turismo,F - Luxury,https://ev-database.org/car/2106/Porsche-Taycan-4S-Sport-Turismo,250.0,82.3,695.0,183.0,440.0,3.7,195.0,0.0,5.0,4963.0,1966.0,1390.0
340,Lithium-ion,Porsche,Sedan,366,AWD,CCS,Taycan GTS,F - Luxury,https://ev-database.org/car/3062/Porsche-Taycan-GTS,250.0,97.0,790.0,176.0,535.0,3.3,281.0,0.0,5.0,4963.0,1966.0,1381.0
341,Lithium-ion,Porsche,Station/Estate,405,AWD,CCS,Taycan GTS Sport Turismo,F - Luxury,https://ev-database.org/car/3063/Porsche-Taycan-GTS-Sport-Turismo,250.0,97.0,790.0,185.0,505.0,3.3,281.0,0.0,5.0,4963.0,1966.0,1392.0
342,Lithium-ion,Porsche,Sedan,407,RWD,CCS,Taycan Plus,F - Luxury,https://ev-database.org/car/2099/Porsche-Taycan-Plus,230.0,97.0,420.0,168.0,575.0,4.8,281.0,0.0,5.0,4963.0,1966.0,1379.0
343,Lithium-ion,Porsche,Station/Estate,446,RWD,CCS,Taycan Plus Sport Turismo,F - Luxury,https://ev-database.org/car/2105/Porsche-Taycan-Plus-Sport-Turismo,230.0,97.0,420.0,176.0,530.0,4.8,281.0,0.0,5.0,4963.0,1966.0,1390.0
344,Lithium-ion,Porsche,Station/Estate,446,RWD,CCS,Taycan Sport Turismo,F - Luxury,https://ev-database.org/car/2104/Porsche-Taycan-Sport-Turismo,230.0,82.3,410.0,173.0,460.0,4.8,195.0,0.0,5.0,4963.0,1966.0,1390.0
345,Lithium-ion,Porsche,Sedan,366,AWD,CCS,Taycan Turbo,F - Luxury,https://ev-database.org/car/2102/Porsche-Taycan-Turbo,260.0,97.0,940.0,174.0,535.0,2.7,281.0,0.0,5.0,4963.0,1966.0,1379.0
346,Lithium-ion,Porsche,Station/Estate,405,AWD,CCS,Taycan Turbo Cross Turismo,F - Luxury,https://ev-database.org/car/2112/Porsche-Taycan-Turbo-Cross-Turismo,250.0,97.0,940.0,188.0,495.0,2.8,281.0,0.0,5.0,4974.0,1967.0,1412.0
347,Lithium-ion,Porsche,Sedan,326,AWD,CCS,Taycan Turbo GT,F - Luxury,https://ev-database.org/car/2144/Porsche-Taycan-Turbo-GT,290.0,97.0,1340.0,184.0,475.0,2.3,281.0,0.0,5.0,4968.0,1966.0,1378.0
348,Lithium-ion,Porsche,Sedan,367,AWD,CCS,Taycan Turbo GT Weissach,F - Luxury,https://ev-database.org/car/2145/Porsche-Taycan-Turbo-GT-Weissach,305.0,97.0,1340.0,180.0,475.0,2.2,281.0,0.0,2.0,4968.0,1966.0,1378.0
349,Lithium-ion,Porsche,Sedan,366,AWD,CCS,Taycan Turbo S,F - Luxury,https://ev-database.org/car/2103/Porsche-Taycan-Turbo-S,260.0,97.0,1110.0,174.0,525.0,2.4,281.0,0.0,5.0,4963.0,1966.0,1378.0
350,Lithium-ion,Porsche,Station/Estate,405,AWD,CCS,Taycan Turbo S Cross Turismo,F - Luxury,https://ev-database.org/car/2113/Porsche-Taycan-Turbo-S-Cross-Turismo,250.0,97.0,1110.0,188.0,485.0,2.5,281.0,0.0,5.0,4974.0,1967.0,1407.0
351,Lithium-ion,Porsche,Station/Estate,405,AWD,CCS,Taycan Turbo S Sport Turismo,F - Luxury,https://ev-database.org/car/2109/Porsche-Taycan-Turbo-S-Sport-Turismo,260.0,97.0,1110.0,183.0,505.0,2.4,281.0,0.0,5.0,4963.0,1966.0,1388.0
352,Lithium-ion,Porsche,Station/Estate,405,AWD,CCS,Taycan Turbo Sport Turismo,F - Luxury,https://ev-database.org/car/2108/Porsche-Taycan-Turbo-Sport-Turismo,260.0,97.0,940.0,184.0,505.0,2.7,281.0,0.0,5.0,4963.0,1966.0,1392.0
353,Lithium-ion,Renault,SUV,420,FWD,CCS,4 E-Tech 40kWh 120hp,JB - Compact,https://ev-database.org/car/3126/Renault-4-E-Tech-40kWh-120hp,150.0,40.0,225.0,124.0,245.0,9.2,55.0,750.0,5.0,4143.0,1796.0,1552.0
354,Lithium-ion,Renault,SUV,420,FWD,CCS,4 E-Tech 52kWh 150hp,JB - Compact,https://ev-database.org/car/3127/Renault-4-E-Tech-52kWh-150hp,150.0,52.0,245.0,127.0,315.0,8.2,70.0,750.0,5.0,4143.0,1796.0,1552.0
355,Lithium-ion,Renault,Hatchback,326,FWD,CCS,5 E-Tech 40kWh 120hp,B - Compact,https://ev-database.org/car/2134/Renault-5-E-Tech-40kWh-120hp,150.0,40.0,225.0,132.0,250.0,9.0,55.0,500.0,5.0,3922.0,1808.0,1489.0
356,Lithium-ion,Renault,Hatchback,326,FWD,,5 E-Tech 40kWh 95hp,B - Compact,https://ev-database.org/car/2133/Renault-5-E-Tech-40kWh-95hp,130.0,40.0,215.0,129.0,255.0,12.0,125.0083857442348,500.0,5.0,3922.0,1808.0,1489.0
357,Lithium-ion,Renault,Hatchback,326,FWD,CCS,5 E-Tech 52kWh 150hp,B - Compact,https://ev-database.org/car/2135/Renault-5-E-Tech-52kWh-150hp,150.0,52.0,245.0,129.0,320.0,8.0,70.0,500.0,5.0,3922.0,1808.0,1489.0
358,Lithium-ion,Renault,Small Passenger Van,950,FWD,CCS,Kangoo E-Tech Electric,N - Passenger Van,https://ev-database.org/car/1802/Renault-Kangoo-E-Tech-Electric,135.0,45.0,245.0,158.0,225.0,12.6,50.0,1500.0,5.0,4486.0,1860.0,1838.0
359,Lithium-ion,Renault,Small Passenger Van,500,FWD,CCS,Kangoo Grand E-Tech Electric,N - Passenger Van,https://ev-database.org/car/2043/Renault-Kangoo-Grand-E-Tech-Electric,130.0,45.0,245.0,170.0,220.0,13.3,50.0,1500.0,7.0,4911.0,1860.0,1815.0
360,Lithium-ion,Renault,Hatchback,440,FWD,CCS,Megane E-Tech EV60 130hp (TU2025),C - Medium,https://ev-database.org/car/3131/Renault-Megane-E-Tech-EV60-130hp,150.0,60.0,250.0,125.0,380.0,10.5,88.0,500.0,5.0,4200.0,1860.0,1505.0
361,Lithium-ion,Renault,Hatchback,440,FWD,CCS,Megane E-Tech EV60 220hp (TU2025),C - Medium,https://ev-database.org/car/3132/Renault-Megane-E-Tech-EV60-220hp,160.0,60.0,300.0,133.0,380.0,7.4,88.0,900.0,5.0,4200.0,1860.0,1505.0
362,Lithium-ion,Renault,SUV,545,FWD,CCS,Scenic E-Tech EV60 170hp,JC - Medium,https://ev-database.org/car/2068/Renault-Scenic-E-Tech-EV60-170hp,150.0,60.0,280.0,144.0,340.0,8.6,75.0,1100.0,5.0,4470.0,1864.0,1571.0
363,Lithium-ion,Renault,SUV,545,FWD,CCS,Scenic E-Tech EV87 220hp,JC - Medium,https://ev-database.org/car/2069/Renault-Scenic-E-Tech-EV87-220hp,170.0,87.0,300.0,143.0,480.0,7.9,95.0,1100.0,5.0,4470.0,1864.0,1571.0
364,Lithium-ion,Rolls-Royce,Coupe,380,AWD,CCS,Spectre,I - Luxury,https://ev-database.org/car/1765/Rolls-Royce-Spectre,250.0,102.0,900.0,192.0,465.0,4.5,126.0,1052.2610619469026,4.0,5453.0,2080.0,1559.0
365,Lithium-ion,Skoda,SUV,470,RWD,CCS,Elroq 50,JC - Medium,https://ev-database.org/car/3031/Skoda-Elroq-50,160.0,52.0,310.0,149.0,310.0,9.0,90.0,1000.0,5.0,4488.0,1884.0,1625.0
366,Lithium-ion,Skoda,SUV,470,RWD,CCS,Elroq 60,JC - Medium,https://ev-database.org/car/3032/Skoda-Elroq-60,160.0,59.0,310.0,149.0,350.0,8.5,110.0,1000.0,5.0,4488.0,1884.0,1625.0
367,Lithium-ion,Skoda,SUV,470,RWD,CCS,Elroq 85,JC - Medium,https://ev-database.org/car/3033/Skoda-Elroq-85,180.0,77.0,545.0,145.0,450.0,6.6,120.0,1000.0,5.0,4488.0,1884.0,1625.0
368,Lithium-ion,Skoda,SUV,470,AWD,CCS,Elroq RS,JC - Medium,https://ev-database.org/car/3183/Skoda-Elroq-RS,180.0,79.0,679.0,151.0,450.0,5.4,135.0,1200.0,5.0,4488.0,1884.0,1608.0
369,Lithium-ion,Skoda,SUV,585,RWD,CCS,Enyaq 60,JC - Medium,https://ev-database.org/car/3096/Skoda-Enyaq-60,160.0,59.0,310.0,145.0,360.0,8.1,110.0,1000.0,5.0,4658.0,1879.0,1622.0
370,Lithium-ion,Skoda,SUV,585,RWD,CCS,Enyaq 85,JC - Medium,https://ev-database.org/car/3097/Skoda-Enyaq-85,180.0,77.0,545.0,141.0,455.0,6.7,120.0,1000.0,5.0,4658.0,1879.0,1622.0
371,Lithium-ion,Skoda,SUV,585,AWD,CCS,Enyaq 85x,JC - Medium,https://ev-database.org/car/3098/Skoda-Enyaq-85x,180.0,77.0,679.0,150.0,450.0,6.7,120.0,1200.0,5.0,4658.0,1879.0,1620.0
372,Lithium-ion,Skoda,SUV,570,RWD,CCS,Enyaq Coupe 60,JC - Medium,https://ev-database.org/car/3099/Skoda-Enyaq-Coupe-60,160.0,59.0,310.0,141.0,370.0,8.1,110.0,1000.0,5.0,4658.0,1879.0,1623.0
373,Lithium-ion,Skoda,SUV,570,RWD,CCS,Enyaq Coupe 85,JC - Medium,https://ev-database.org/car/3100/Skoda-Enyaq-Coupe-85,180.0,77.0,545.0,138.0,470.0,6.7,120.0,1000.0,5.0,4658.0,1879.0,1623.0
374,Lithium-ion,Skoda,SUV,570,AWD,CCS,Enyaq Coupe 85x,JC - Medium,https://ev-database.org/car/3101/Skoda-Enyaq-Coupe-85x,180.0,77.0,679.0,146.0,460.0,6.7,120.0,1200.0,5.0,4658.0,1879.0,1621.0
375,Lithium-ion,Skoda,SUV,570,AWD,CCS,Enyaq Coupe RS,JC - Medium,https://ev-database.org/car/3185/Skoda-Enyaq-Coupe-RS,180.0,79.0,679.0,143.0,470.0,5.4,135.0,1200.0,5.0,4660.0,1879.0,1608.0
376,Lithium-ion,Skoda,SUV,585,AWD,CCS,Enyaq RS,JC - Medium,https://ev-database.org/car/3184/Skoda-Enyaq-RS,180.0,79.0,679.0,147.0,460.0,5.4,135.0,1200.0,5.0,4660.0,1879.0,1607.0
377,Lithium-ion,Skywell,SUV,467,FWD,CCS,BE11 Long Range,JD - Large,https://ev-database.org/car/3065/Skywell-BE11-Long-Range,150.0,81.0,320.0,166.0,390.0,9.6,50.0,1052.2610619469026,5.0,4720.0,1908.0,1696.0
378,Lithium-ion,Skywell,SUV,467,FWD,CCS,BE11 Standard Range,JD - Large,https://ev-database.org/car/3064/Skywell-BE11-Standard-Range,150.0,68.0,320.0,149.0,330.0,9.6,50.0,1052.2610619469026,5.0,4720.0,1908.0,1696.0
379,Lithium-ion,Smart,SUV,313,AWD,CCS,#1 Brabus,JB - Compact,https://ev-database.org/car/1748/Smart-1-Brabus,180.0,62.0,584.0,155.0,325.0,3.9,100.0,1600.0,5.0,4300.0,1822.0,1636.0
380,Lithium-ion,Smart,SUV,323,RWD,CCS,#1 Premium,JB - Compact,https://ev-database.org/car/2053/Smart-1-Premium,180.0,62.0,343.0,141.0,335.0,6.7,100.0,1600.0,5.0,4270.0,1822.0,1636.0
381,Lithium-ion,Smart,SUV,323,RWD,CCS,#1 Pro,JB - Compact,https://ev-database.org/car/2041/Smart-1-Pro,180.0,47.0,343.0,152.0,250.0,6.7,65.0,0.0,5.0,4270.0,1822.0,1636.0
382,Lithium-ion,Smart,SUV,323,RWD,CCS,#1 Pro+,JB - Compact,https://ev-database.org/car/1667/Smart-1-Proplus,180.0,62.0,343.0,148.0,335.0,6.7,100.0,1600.0,5.0,4270.0,1822.0,1636.0
383,Lithium-ion,Smart,SUV,313,AWD,CCS,#1 Pulse,JB - Compact,https://ev-database.org/car/1920/Smart-1-Pulse,180.0,62.0,584.0,155.0,325.0,4.5,100.0,1600.0,5.0,4300.0,1822.0,1636.0
384,Lithium-ion,Smart,SUV,323,RWD,CCS,#1 Pure,JB - Compact,https://ev-database.org/car/2217/Smart-1-Pure,180.0,47.0,343.0,152.0,250.0,6.7,65.0,0.0,5.0,4270.0,1822.0,1636.0
385,Lithium-ion,Smart,SUV,323,RWD,CCS,#1 Pure+,JB - Compact,https://ev-database.org/car/2218/Smart-1-Pureplus,180.0,62.0,343.0,148.0,335.0,6.7,100.0,1600.0,5.0,4270.0,1822.0,1636.0
386,Lithium-ion,Smart,SUV,370,AWD,CCS,#3 Brabus,JB - Compact,https://ev-database.org/car/2000/Smart-3-Brabus,180.0,62.0,543.0,149.0,335.0,3.7,100.0,1600.0,5.0,4400.0,1844.0,1556.0
387,Lithium-ion,Smart,SUV,370,RWD,CCS,#3 Premium,JB - Compact,https://ev-database.org/car/2054/Smart-3-Premium,180.0,62.0,343.0,136.0,355.0,5.8,110.0,1600.0,5.0,4400.0,1844.0,1556.0
388,Lithium-ion,Smart,SUV,370,RWD,CCS,#3 Pro,JB - Compact,https://ev-database.org/car/2052/Smart-3-Pro,180.0,47.0,343.0,145.0,265.0,5.9,65.0,0.0,5.0,4400.0,1844.0,1556.0
389,Lithium-ion,Smart,SUV,370,RWD,CCS,#3 Pro+,JB - Compact,https://ev-database.org/car/1999/Smart-3-Proplus,180.0,62.0,343.0,143.0,355.0,5.8,110.0,1600.0,5.0,4400.0,1844.0,1556.0
390,Lithium-ion,Smart,SUV,630,AWD,CCS,#5 Brabus,JD - Large,https://ev-database.org/car/3179/Smart-5-Brabus,210.0,94.0,710.0,174.0,450.0,3.8,230.0,1600.0,5.0,4695.0,1920.0,1705.0
391,Lithium-ion,Smart,SUV,630,RWD,CCS,#5 Premium,JD - Large,https://ev-database.org/car/3143/Smart-5-Premium,200.0,94.0,373.0,159.0,465.0,6.5,230.0,1600.0,5.0,4695.0,1920.0,1705.0
392,Lithium-ion,Smart,SUV,630,RWD,CCS,#5 Pro,JD - Large,https://ev-database.org/car/3141/Smart-5-Pro,200.0,74.4,373.0,160.0,370.0,6.9,110.0,1600.0,5.0,4695.0,1920.0,1705.0
393,Lithium-ion,Smart,SUV,630,RWD,CCS,#5 Pro+,JD - Large,https://ev-database.org/car/3142/Smart-5-Proplus,200.0,94.0,373.0,159.0,465.0,6.5,230.0,1600.0,5.0,4695.0,1920.0,1705.0
394,Lithium-ion,Smart,SUV,630,AWD,CCS,#5 Pulse,JD - Large,https://ev-database.org/car/3144/Smart-5-Pulse,200.0,94.0,643.0,174.0,455.0,4.9,230.0,1600.0,5.0,4695.0,1920.0,1705.0
395,Lithium-ion,Smart,SUV,630,AWD,CCS,#5 Summit Edition,JD - Large,https://ev-database.org/car/3145/Smart-5-Summit-Edition,200.0,94.0,643.0,174.0,455.0,4.9,230.0,1600.0,5.0,4695.0,1920.0,1705.0
396,Lithium-ion,Subaru,SUV,441,AWD,CCS,Solterra AWD,JC - Medium,https://ev-database.org/car/1567/Subaru-Solterra-AWD,160.0,64.0,336.0,154.0,320.0,6.9,100.0,750.0,5.0,4690.0,1860.0,1650.0
397,Lithium-ion,Tesla,Sedan,594,AWD,CCS,Model 3 Long Range AWD (Highland),D - Large,https://ev-database.org/car/1992/Tesla-Model-3-Long-Range-AWD,201.0,75.0,493.0,119.0,525.0,4.4,124.0,1000.0,5.0,4720.0,1849.0,1441.0
398,Lithium-ion,Tesla,Sedan,594,RWD,CCS,Model 3 Long Range RWD (Highland),D - Large,https://ev-database.org/car/3034/Tesla-Model-3-Long-Range-RWD,201.0,75.0,450.0,117.0,545.0,5.2,124.0,1000.0,5.0,4720.0,1849.0,1441.0
399,Lithium-ion,Tesla,Sedan,594,AWD,CCS,Model 3 Performance (Highland),D - Large,https://ev-database.org/car/2188/Tesla-Model-3-Performance,262.0,75.0,741.0,142.0,490.0,3.2,124.0,0.0,5.0,4720.0,1849.0,1431.0
400,Lithium-ion,Tesla,Sedan,594,RWD,CCS,Model 3 RWD (Highland CATL LFP64),D - Large,https://ev-database.org/car/3186/Tesla-Model-3-RWD,201.0,60.5,420.0,116.0,445.0,6.1,110.0,1000.0,5.0,4720.0,1849.0,1441.0
401,Lithium-ion,Tesla,Liftback Sedan,709,AWD,CCS,Model S Dual Motor,F - Luxury,https://ev-database.org/car/1404/Tesla-Model-S-Dual-Motor,250.0,95.0,498.0127388535032,150.0,575.0,3.2,140.0,1600.0,5.0,5021.0,1987.0,1431.0
402,Lithium-ion,Tesla,Liftback Sedan,709,AWD,CCS,Model S Plaid,F - Luxury,https://ev-database.org/car/1405/Tesla-Model-S-Plaid,282.0,95.0,498.0127388535032,158.0,560.0,2.3,140.0,1600.0,5.0,5021.0,1987.0,1431.0
403,Lithium-ion,Tesla,SUV,425,AWD,CCS,Model X Dual Motor,JF - Luxury,https://ev-database.org/car/1407/Tesla-Model-X-Dual-Motor,250.0,95.0,498.0127388535032,165.0,485.0,3.9,140.0,2250.0,7.0,5057.0,1999.0,1680.0
404,Lithium-ion,Tesla,SUV,425,AWD,CCS,Model X Plaid,JF - Luxury,https://ev-database.org/car/1408/Tesla-Model-X-Plaid,262.0,95.0,498.0127388535032,180.0,465.0,2.7,140.0,2250.0,7.0,5057.0,1999.0,1680.0
405,Lithium-ion,Tesla,SUV,854,AWD,CCS,Model Y Long Range AWD (Juniper),JD - Large,https://ev-database.org/car/3104/Tesla-Model-Y-Long-Range-AWD,201.0,75.0,493.0,132.0,455.0,4.8,124.0,1600.0,5.0,4790.0,1982.0,1624.0
406,Lithium-ion,Tesla,SUV,854,RWD,CCS,Model Y Long Range RWD (Juniper),JD - Large,https://ev-database.org/car/3120/Tesla-Model-Y-Long-Range-RWD,201.0,75.0,450.0,121.0,470.0,5.6,124.0,1600.0,5.0,4790.0,1982.0,1624.0
407,Lithium-ion,Tesla,SUV,854,RWD,CCS,Model Y RWD (Juniper),JD - Large,https://ev-database.org/car/3103/Tesla-Model-Y-RWD,201.0,60.5,420.0,121.0,375.0,5.9,110.0,1600.0,5.0,4790.0,1982.0,1624.0
408,Lithium-ion,Toyota,Small Passenger Van,989,FWD,CCS,PROACE Verso L 75 kWh,N - Passenger Van,https://ev-database.org/car/2267/Toyota-PROACE-Verso-L-75-kWh,130.0,68.0,260.0,204.0,260.0,13.3,79.0,1000.0,9.0,5333.0,1920.0,1890.0
409,Lithium-ion,Toyota,Small Passenger Van,603,FWD,CCS,PROACE Verso M 50 kWh,N - Passenger Van,https://ev-database.org/car/2264/Toyota-PROACE-Verso-M-50-kWh,130.0,46.3,260.0,217.0,180.0,12.1,78.0,1000.0,9.0,4983.0,1920.0,1890.0
410,Lithium-ion,Toyota,Small Passenger Van,603,FWD,CCS,PROACE Verso M 75 kWh,N - Passenger Van,https://ev-database.org/car/2266/Toyota-PROACE-Verso-M-75-kWh,130.0,68.0,260.0,202.0,260.0,13.3,79.0,1000.0,9.0,4983.0,1920.0,1890.0
411,Lithium-ion,Toyota,Small Passenger Van,775,FWD,CCS,Proace City Verso Electric L1 50 kWh,N - Passenger Van,https://ev-database.org/car/2165/Toyota-Proace-City-Verso-Electric-L1-50-kWh,132.0,50.0,260.0,149.0,235.0,11.7,80.0,750.0,5.0,4403.0,1921.0,1803.0
412,Lithium-ion,Toyota,Small Passenger Van,1050,FWD,CCS,Proace City Verso Electric L2 50 kWh,N - Passenger Van,https://ev-database.org/car/2166/Toyota-Proace-City-Verso-Electric-L2-50-kWh,132.0,50.0,260.0,149.0,230.0,11.7,80.0,750.0,7.0,4753.0,1921.0,1814.0
